rainfall_mm,slope_degree,soil_moisture,ground_movement,temperature,risk_label
53.42,24.91,15.07,5.23,24.03,LOW
99.12,21.17,37.98,9.7,24.09,LOW
270.28,43.33,75.09,16.4,18.35,HIGH
48.52,26.38,23.51,6.11,21.23,LOW
92.67,41.24,35.52,8.07,28.86,LOW
113.69,17.64,31.66,5.7,27.02,LOW
148.74,32.33,34.42,6.71,22.15,MODERATE
93.9,32.91,29.59,12.23,30.18,MODERATE
42.62,24.82,10.0,5.11,16.04,LOW
41.58,16.49,17.07,3.53,28.93,LOW
128.7,20.69,45.79,5.82,28.11,LOW
55.66,29.31,27.72,5.22,28.48,LOW
92.65,27.17,21.19,4.76,25.78,LOW
185.16,12.42,64.13,6.77,20.08,MODERATE
170.71,32.35,51.0,8.12,27.55,MODERATE
154.35,41.54,38.56,7.6,21.51,MODERATE
93.47,29.57,32.65,7.06,25.23,LOW
132.18,45.28,39.42,8.04,19.63,MODERATE
192.87,9.72,50.49,5.32,21.93,MODERATE
55.45,31.24,33.7,6.78,23.14,LOW
20.43,10.8,10.64,5.22,26.4,LOW
8.43,47.91,18.33,7.21,27.4,LOW
223.77,53.42,53.5,10.42,34.17,HIGH
160.35,39.78,49.98,9.27,24.89,MODERATE
141.8,28.76,48.32,7.19,18.31,MODERATE
144.24,24.49,48.87,7.01,28.8,LOW
115.51,37.01,41.06,7.35,26.03,MODERATE
200.15,41.6,57.12,10.0,22.86,MODERATE
143.51,34.26,38.06,8.26,21.6,MODERATE
142.97,29.12,38.03,7.63,20.29,MODERATE
223.42,54.51,66.54,11.22,20.09,MODERATE
154.57,43.29,38.91,9.71,16.68,MODERATE
93.52,12.65,23.65,3.6,29.79,LOW
124.9,31.39,53.92,7.7,26.61,MODERATE
16.48,34.75,16.55,5.45,24.56,LOW
56.07,37.71,32.42,7.73,20.28,MODERATE
102.46,50.66,44.53,8.86,30.54,MODERATE
263.38,49.44,73.35,12.38,15.48,HIGH
81.21,29.17,29.85,8.29,23.21,LOW
133.18,40.26,41.42,7.86,29.89,MODERATE
124.76,38.99,55.31,9.22,12.04,MODERATE
22.83,23.16,15.55,3.95,25.06,LOW
224.8,30.8,65.87,9.02,20.04,MODERATE
46.44,30.87,30.64,5.57,24.73,LOW
167.3,30.43,53.81,11.96,21.75,MODERATE
178.6,41.88,62.97,10.03,27.56,MODERATE
164.31,45.96,48.05,10.77,31.4,MODERATE
245.27,41.3,74.35,10.31,38.0,MODERATE
247.09,45.96,55.0,11.51,23.32,HIGH
115.9,49.84,51.27,12.04,28.43,HIGH
126.42,12.78,51.8,7.31,26.05,LOW
282.76,22.6,74.77,11.74,26.5,MODERATE
15.43,15.25,21.91,3.55,32.85,LOW
234.06,5.0,73.62,7.36,19.89,MODERATE
125.11,26.46,34.22,6.84,21.85,LOW
289.45,42.22,77.52,11.78,22.95,HIGH
286.7,55.23,67.63,13.89,18.09,HIGH
155.39,54.03,58.29,10.43,23.99,MODERATE
200.98,45.29,65.8,10.08,27.95,MODERATE
171.3,58.25,50.44,10.3,28.97,MODERATE
31.17,32.29,18.68,8.06,22.9,LOW
175.05,7.17,52.32,9.15,30.85,MODERATE
114.75,29.11,33.07,6.82,11.56,MODERATE
112.58,29.33,38.38,7.05,37.95,LOW
144.96,7.05,38.59,5.19,27.4,LOW
293.57,64.49,86.77,14.83,21.42,HIGH
123.13,52.22,51.18,9.6,26.77,MODERATE
155.44,29.82,56.76,9.26,23.08,MODERATE
104.54,38.21,28.44,7.0,11.46,MODERATE
74.76,7.45,29.78,4.22,24.28,LOW
203.45,59.4,64.44,11.14,29.47,HIGH
117.54,22.09,47.01,8.14,29.78,LOW
41.31,54.16,10.0,8.92,25.51,LOW
146.48,45.07,53.15,10.21,29.75,MODERATE
128.16,14.91,33.25,6.22,26.61,LOW
129.16,8.05,42.18,5.29,25.34,LOW
151.97,31.12,58.49,9.24,19.87,MODERATE
60.5,23.32,37.29,6.07,21.92,LOW
77.73,25.43,42.71,8.31,22.46,LOW
139.28,39.9,37.11,7.91,25.71,MODERATE
131.26,38.06,37.32,8.5,28.82,MODERATE
146.68,38.26,42.77,8.7,20.31,MODERATE
155.42,21.51,48.02,7.81,15.65,MODERATE
277.91,39.25,77.87,12.46,32.64,HIGH
139.0,40.94,55.8,9.64,18.19,MODERATE
141.43,16.61,38.69,7.27,26.94,MODERATE
115.01,14.81,35.27,5.33,25.52,LOW
173.32,26.53,64.52,12.52,21.93,MODERATE
149.09,20.26,38.53,7.2,27.64,LOW
69.4,31.35,36.08,6.3,16.75,LOW
165.07,13.39,50.61,8.04,33.78,MODERATE
21.06,25.5,22.74,5.57,38.0,LOW
192.83,35.54,50.93,13.87,31.39,MODERATE
236.15,41.85,72.61,11.9,19.14,MODERATE
175.75,37.54,48.43,7.76,10.05,MODERATE
281.16,34.71,65.5,9.46,26.86,HIGH
55.49,34.0,31.05,6.98,16.24,LOW
268.04,43.68,53.94,11.42,21.52,HIGH
169.9,34.35,47.83,9.22,33.14,MODERATE
167.85,45.16,54.26,9.55,33.74,MODERATE
167.01,23.92,57.81,8.61,34.39,MODERATE
57.48,34.59,37.46,7.75,24.59,MODERATE
173.74,30.26,67.44,8.62,29.38,MODERATE
288.14,45.52,90.16,12.17,12.05,HIGH
131.02,35.15,45.36,7.77,15.01,MODERATE
53.44,25.2,35.76,5.71,22.27,LOW
178.26,47.78,55.63,9.47,29.05,MODERATE
142.38,26.98,51.81,6.93,21.44,MODERATE
60.4,30.93,23.49,8.07,28.82,LOW
128.08,33.99,46.87,7.66,17.08,MODERATE
122.33,52.15,38.13,8.78,24.61,MODERATE
149.17,27.29,46.43,6.79,27.3,MODERATE
66.88,42.75,33.44,7.92,28.54,LOW
81.65,27.67,49.69,7.83,21.29,LOW
158.34,25.43,52.99,7.13,24.17,MODERATE
115.52,18.16,40.32,6.45,14.76,LOW
291.88,37.86,72.56,11.52,23.37,HIGH
93.84,14.69,42.82,5.6,30.49,LOW
46.4,20.73,22.52,5.2,22.42,LOW
244.43,37.35,71.77,10.52,19.51,HIGH
116.04,38.78,46.14,7.9,28.69,MODERATE
298.77,38.48,90.84,13.08,37.71,HIGH
90.04,8.49,41.55,6.6,37.04,LOW
171.25,31.53,42.89,8.15,25.57,MODERATE
107.25,19.23,24.86,4.5,28.62,LOW
136.36,16.09,50.61,9.58,33.83,LOW
187.2,14.72,56.87,6.93,25.45,MODERATE
106.82,37.31,41.63,7.53,26.77,LOW
58.91,56.34,41.72,9.76,22.06,MODERATE
30.31,22.75,16.74,5.38,38.0,LOW
172.53,22.2,63.29,10.09,28.31,MODERATE
59.88,25.26,23.32,5.05,22.4,LOW
112.51,32.46,52.28,7.82,20.55,LOW
68.28,38.19,36.03,8.18,12.86,MODERATE
154.51,25.55,36.94,9.32,14.52,MODERATE
11.83,21.13,14.27,3.56,19.64,LOW
110.3,6.54,54.59,7.46,29.57,LOW
162.56,26.2,65.08,8.8,25.96,MODERATE
88.04,33.5,39.2,8.9,16.47,LOW
108.74,48.91,41.76,9.29,18.44,MODERATE
110.56,26.59,41.24,6.67,25.69,LOW
157.48,46.81,53.14,10.72,34.04,MODERATE
225.06,27.89,63.39,11.32,17.39,MODERATE
185.0,28.13,65.39,8.62,26.75,MODERATE
68.1,41.08,34.61,7.8,21.33,MODERATE
48.14,16.81,17.87,3.5,21.5,LOW
149.12,65.0,53.05,11.05,16.96,MODERATE
207.59,24.14,61.99,9.63,27.76,MODERATE
125.8,24.08,40.18,5.96,21.08,MODERATE
232.03,20.59,81.24,10.92,21.89,MODERATE
206.27,39.88,61.21,9.73,29.91,MODERATE
23.53,11.6,10.0,9.92,30.22,LOW
114.8,23.34,38.33,5.73,19.62,LOW
110.48,5.0,47.25,4.43,25.78,LOW
147.51,39.44,40.04,7.26,29.44,MODERATE
20.84,37.1,27.26,8.6,22.9,LOW
114.94,33.26,32.31,6.77,28.02,MODERATE
107.03,41.53,49.24,8.1,22.09,MODERATE
129.67,48.19,38.95,11.05,21.92,MODERATE
167.96,56.04,49.14,12.68,18.41,MODERATE
287.91,45.62,74.93,13.02,34.27,HIGH
77.2,5.0,36.76,3.87,21.09,LOW
25.08,34.11,35.27,6.93,19.19,LOW
55.69,32.47,27.37,7.49,17.73,LOW
104.41,32.88,37.88,7.33,24.51,LOW
86.72,23.72,29.49,4.98,17.9,LOW
128.56,22.12,30.26,5.05,19.72,MODERATE
126.77,30.89,39.1,11.61,28.79,MODERATE
122.12,28.91,31.79,5.68,26.69,MODERATE
143.61,42.83,31.5,8.75,15.93,MODERATE
50.43,10.25,25.48,4.04,28.35,LOW
121.29,27.02,37.34,7.76,24.2,MODERATE
228.11,33.2,76.2,11.04,30.82,MODERATE
173.19,31.79,46.26,7.75,32.51,MODERATE
94.38,42.69,41.13,8.21,14.35,MODERATE
147.75,24.15,52.71,8.74,28.59,MODERATE
143.75,43.31,57.32,9.5,33.81,MODERATE
60.61,15.26,26.86,6.0,25.26,LOW
146.52,42.5,57.79,10.58,28.13,MODERATE
187.44,13.54,60.72,7.51,25.35,MODERATE
41.3,40.52,33.2,7.4,29.88,LOW
69.98,41.59,49.55,8.47,26.3,LOW
143.45,30.83,45.57,8.59,11.87,MODERATE
70.58,39.24,31.89,6.62,23.27,MODERATE
152.91,23.74,45.75,11.32,22.89,MODERATE
191.57,41.98,69.48,15.53,28.28,HIGH
82.35,14.34,53.95,5.96,31.06,MODERATE
223.64,34.57,70.08,9.23,22.63,MODERATE
81.1,26.71,19.96,5.07,16.65,LOW
118.26,21.95,33.95,9.88,25.84,LOW
72.69,48.69,40.27,8.86,19.34,MODERATE
43.95,27.83,15.52,4.7,20.36,LOW
148.38,38.43,42.84,9.09,38.0,MODERATE
116.13,38.57,35.46,6.99,19.93,MODERATE
143.41,43.1,45.93,8.66,14.61,MODERATE
197.46,36.79,60.5,9.04,27.62,MODERATE
65.21,38.13,14.23,6.33,28.24,LOW
61.55,21.5,16.32,3.72,29.27,LOW
35.01,27.37,10.67,4.78,29.04,LOW
146.03,15.3,36.05,7.34,24.87,LOW
136.51,47.54,45.16,9.45,24.94,MODERATE
89.48,13.69,36.24,5.99,29.64,LOW
194.68,32.71,65.94,8.66,33.65,MODERATE
113.11,27.39,44.32,7.18,16.44,LOW
189.19,34.96,51.96,7.8,20.35,MODERATE
114.62,26.92,42.05,7.43,27.77,LOW
18.88,34.64,27.59,6.17,25.53,LOW
170.62,21.56,50.72,6.72,13.26,MODERATE
33.37,32.19,19.86,4.93,20.56,LOW
153.69,26.02,41.25,6.46,25.82,MODERATE
298.96,42.3,74.33,11.24,24.08,HIGH
157.82,45.25,55.21,10.26,21.85,MODERATE
85.07,42.35,33.68,7.03,38.0,LOW
85.02,40.65,49.37,9.6,23.85,MODERATE
7.03,47.99,11.13,6.7,25.39,LOW
121.85,18.29,47.9,6.82,24.8,MODERATE
287.53,44.97,81.35,13.69,25.27,HIGH
69.45,29.85,29.56,5.98,24.23,LOW
167.48,43.81,48.36,8.54,11.51,MODERATE
52.95,37.62,31.45,7.48,18.06,LOW
124.84,42.16,46.81,12.31,22.11,MODERATE
17.49,30.37,20.46,5.77,28.88,LOW
117.78,37.49,44.32,9.97,22.2,MODERATE
208.92,44.56,61.25,11.48,19.01,HIGH
126.74,18.67,29.75,5.34,29.67,LOW
95.15,13.16,36.61,5.81,32.11,LOW
157.09,13.37,47.41,5.91,14.8,LOW
194.86,49.38,73.44,11.95,24.58,HIGH
149.18,23.31,52.89,7.62,7.98,MODERATE
71.93,44.09,32.44,8.86,22.13,LOW
32.12,36.07,25.77,6.46,35.31,LOW
113.49,36.68,31.78,6.37,24.55,LOW
18.73,32.4,14.24,6.71,15.71,LOW
30.82,21.99,19.1,5.46,15.86,LOW
245.56,56.24,72.13,15.89,18.4,HIGH
163.53,37.65,47.5,8.4,19.97,MODERATE
86.61,23.01,30.04,4.83,12.64,LOW
157.6,19.38,41.13,5.42,25.98,LOW
91.79,46.98,35.39,9.76,27.26,MODERATE
33.87,28.89,23.78,4.9,21.9,LOW
128.09,48.26,46.61,12.13,36.27,MODERATE
55.79,35.84,21.71,5.82,21.42,LOW
219.31,52.5,66.21,13.98,31.22,MODERATE
138.54,15.93,37.16,6.79,15.67,MODERATE
39.42,15.07,21.92,6.34,25.8,LOW
95.14,40.54,38.34,7.48,26.7,LOW
139.75,61.29,43.68,10.98,19.74,MODERATE
57.92,47.92,15.25,6.16,25.0,LOW
217.03,52.72,51.21,9.71,19.68,MODERATE
212.95,39.02,63.62,9.55,22.13,MODERATE
71.57,29.63,35.38,7.82,22.3,LOW
150.02,40.05,50.72,8.1,15.57,MODERATE
181.27,47.47,59.71,13.03,27.14,MODERATE
38.3,23.43,21.18,4.15,27.55,LOW
134.32,41.17,50.46,8.86,21.76,MODERATE
134.54,30.01,47.29,6.91,25.45,MODERATE
122.87,8.7,36.92,6.02,18.48,LOW
93.41,26.16,39.66,6.02,16.49,LOW
128.44,31.02,45.63,9.99,21.6,MODERATE
70.82,37.82,43.96,8.43,28.15,MODERATE
107.37,30.58,49.66,11.48,23.55,MODERATE
48.27,35.42,24.88,6.05,21.37,LOW
70.16,30.09,27.09,6.09,26.01,LOW
55.96,16.4,39.79,6.6,18.5,LOW
155.84,23.55,53.7,9.33,16.64,MODERATE
123.09,27.35,40.69,6.81,21.88,LOW
78.82,44.32,16.43,9.09,18.9,LOW
242.19,36.32,62.24,8.8,16.86,MODERATE
66.15,17.99,22.95,5.48,29.42,LOW
105.84,21.08,37.11,5.72,37.22,LOW
177.91,42.15,59.09,9.1,14.67,MODERATE
195.75,33.09,64.24,9.18,21.5,MODERATE
26.86,20.96,32.91,7.91,25.05,LOW
120.8,17.27,49.03,11.56,13.68,MODERATE
152.45,56.31,38.14,9.43,22.66,MODERATE
130.55,24.23,51.96,9.84,23.1,MODERATE
44.77,32.68,38.72,7.43,26.88,LOW
65.39,20.09,42.86,7.33,19.36,LOW
136.34,27.59,35.29,5.65,20.61,MODERATE
132.11,38.35,42.54,8.46,29.83,MODERATE
135.77,25.09,52.56,6.82,26.52,MODERATE
73.7,12.96,21.95,3.52,28.37,LOW
224.16,51.28,50.52,10.42,13.48,MODERATE
183.99,32.1,57.99,10.32,19.99,MODERATE
231.66,26.73,60.56,8.75,33.1,MODERATE
80.05,33.43,19.56,9.04,23.5,LOW
167.01,27.92,61.58,10.21,23.25,MODERATE
185.17,40.01,57.05,8.82,23.51,MODERATE
272.0,40.33,70.67,10.43,33.42,HIGH
16.18,24.13,10.85,4.94,19.52,LOW
104.87,32.48,39.47,10.59,28.03,MODERATE
113.99,53.47,44.2,15.48,25.58,MODERATE
168.24,35.94,54.62,10.12,15.8,MODERATE
87.97,38.71,22.2,6.93,22.21,MODERATE
47.41,23.27,29.25,6.79,19.0,LOW
133.84,9.55,50.0,5.43,16.36,LOW
99.85,57.01,34.22,8.94,31.18,MODERATE
147.8,12.58,55.83,7.32,16.68,MODERATE
173.64,17.75,46.39,8.57,28.5,MODERATE
100.13,37.58,47.35,12.8,18.83,MODERATE
83.66,31.18,34.46,6.5,32.14,LOW
182.12,52.01,51.1,11.68,21.48,HIGH
176.31,23.71,51.24,9.33,26.01,MODERATE
159.16,22.63,58.01,8.37,20.6,MODERATE
47.58,32.34,27.37,6.06,11.0,LOW
58.49,51.29,33.03,9.22,13.99,LOW
120.23,5.0,50.05,5.82,12.61,LOW
99.64,5.0,32.71,4.52,25.52,LOW
94.93,35.49,36.9,7.95,23.83,LOW
185.45,21.72,54.0,9.31,27.57,MODERATE
60.71,29.93,36.49,6.19,19.92,LOW
277.7,30.71,73.03,9.6,10.97,HIGH
64.55,36.7,29.58,7.36,31.81,LOW
81.81,29.24,51.36,7.53,29.94,MODERATE
88.92,51.4,44.84,14.46,26.24,MODERATE
99.23,48.61,28.55,7.6,30.67,MODERATE
86.26,47.7,41.19,9.02,23.39,MODERATE
245.97,40.98,74.62,13.22,25.59,HIGH
204.96,45.93,51.29,8.82,19.78,MODERATE
89.81,33.22,33.88,8.61,17.58,LOW
58.36,29.11,20.26,5.8,14.54,LOW
115.1,32.47,21.18,4.99,19.48,MODERATE
246.36,44.77,68.03,13.42,38.0,HIGH
171.84,20.7,48.76,6.03,14.88,MODERATE
165.45,61.22,42.59,10.62,18.37,MODERATE
192.51,9.85,57.28,5.64,24.68,MODERATE
85.53,28.42,16.85,4.3,38.0,LOW
231.3,54.59,66.22,14.03,17.7,HIGH
258.12,57.13,71.91,13.64,20.23,HIGH
127.07,39.22,48.39,8.12,28.03,MODERATE
80.82,39.68,19.96,7.02,27.69,MODERATE
91.8,28.14,52.31,9.37,19.83,MODERATE
127.64,26.64,57.13,10.54,19.0,MODERATE
165.07,19.61,45.13,6.52,26.69,MODERATE
143.12,39.1,58.16,11.98,22.18,MODERATE
102.76,16.34,44.46,6.25,25.72,LOW
68.31,18.36,26.51,5.71,22.98,LOW
49.99,23.52,21.14,9.84,26.11,LOW
279.49,41.05,72.24,10.29,26.73,HIGH
109.28,39.17,61.65,9.13,12.31,MODERATE
108.89,33.14,49.84,7.93,21.22,MODERATE
80.64,30.88,31.12,5.85,26.0,LOW
84.65,18.84,32.69,5.0,28.86,LOW
100.74,28.99,43.94,8.45,22.01,MODERATE
254.44,40.61,77.41,11.23,12.93,MODERATE
243.13,50.85,60.83,10.66,31.49,MODERATE
128.62,35.52,45.68,7.9,29.13,MODERATE
185.85,40.97,51.47,8.54,24.63,MODERATE
149.75,7.18,49.16,5.54,21.21,LOW
81.13,35.53,32.47,7.62,27.6,LOW
57.25,41.9,35.74,7.27,21.27,MODERATE
138.66,39.46,43.36,12.82,29.26,MODERATE
131.39,15.09,44.85,5.98,34.78,MODERATE
143.22,29.61,31.48,9.91,21.07,MODERATE
78.05,33.7,34.76,6.37,28.68,LOW
225.97,26.21,58.48,9.49,20.07,MODERATE
119.51,40.06,29.15,7.78,30.16,MODERATE
89.47,41.2,43.72,10.19,22.52,MODERATE
91.28,34.66,34.75,7.62,32.69,LOW
121.51,34.8,25.12,10.43,22.33,MODERATE
178.29,36.32,47.95,8.95,18.61,MODERATE
45.71,24.53,25.1,6.76,21.99,LOW
99.05,29.1,37.07,9.03,22.66,MODERATE
128.88,42.29,39.36,9.26,25.42,MODERATE
115.4,26.73,13.46,4.86,22.03,LOW
187.57,41.28,51.85,8.75,25.47,MODERATE
130.94,33.64,52.38,10.45,25.58,MODERATE
93.05,27.65,46.69,7.48,21.44,MODERATE
228.5,44.59,60.41,10.75,25.97,MODERATE
123.82,14.54,57.31,6.16,20.48,LOW
191.28,45.44,44.15,9.11,36.0,MODERATE
78.67,38.08,25.83,7.67,25.79,LOW
295.0,29.37,87.03,11.22,27.67,HIGH
81.45,37.46,38.79,7.74,22.83,MODERATE
118.39,46.2,40.97,8.28,19.68,MODERATE
144.62,33.16,37.86,6.9,29.02,MODERATE
139.61,54.12,36.74,10.16,25.98,MODERATE
121.8,57.7,35.99,9.03,8.32,MODERATE
124.66,5.84,33.8,4.75,35.55,LOW
76.63,45.92,32.9,8.56,28.43,MODERATE
190.62,32.84,56.2,13.06,21.71,MODERATE
96.7,27.56,26.98,5.01,27.63,LOW
98.47,43.42,33.82,7.22,26.53,MODERATE
162.84,32.99,29.63,6.73,26.97,MODERATE
161.26,19.22,53.19,7.3,18.78,MODERATE
168.97,54.11,57.91,10.11,24.43,MODERATE
287.79,36.87,71.02,11.99,25.81,HIGH
15.35,52.58,12.09,7.25,31.39,LOW
47.38,36.44,27.49,6.48,24.62,LOW
82.4,43.53,33.98,7.65,26.59,MODERATE
154.4,47.52,55.15,12.13,18.54,MODERATE
43.24,37.2,18.3,5.51,24.4,LOW
35.51,33.95,17.53,5.06,29.2,LOW
135.08,38.25,42.95,7.62,19.89,MODERATE
32.88,31.51,13.7,5.72,21.67,LOW
193.37,51.65,55.6,12.11,18.22,MODERATE
83.38,18.05,24.95,4.4,15.87,LOW
157.25,40.59,52.94,8.58,18.84,MODERATE
205.13,15.36,52.65,6.1,27.37,MODERATE
157.87,35.51,51.75,9.14,22.52,MODERATE
147.74,25.03,59.16,7.66,18.86,MODERATE
135.96,21.87,48.34,9.2,37.07,MODERATE
180.29,14.6,56.07,6.11,19.79,MODERATE
91.54,25.85,24.23,4.57,27.75,LOW
178.84,19.83,65.46,7.36,26.0,MODERATE
49.13,32.04,34.74,8.79,25.49,MODERATE
170.26,40.35,51.21,9.71,13.01,MODERATE
90.16,29.97,31.76,10.28,31.62,LOW
187.75,23.11,49.79,6.91,25.92,MODERATE
65.67,25.64,43.76,6.42,29.51,LOW
24.49,42.96,26.66,7.67,30.83,LOW
158.45,39.76,43.79,8.64,34.28,MODERATE
125.52,34.49,51.41,8.9,18.01,MODERATE
47.71,33.2,36.21,6.86,19.69,LOW
147.86,31.65,47.36,6.96,20.51,MODERATE
90.0,36.64,32.05,6.28,18.8,LOW
220.04,35.45,55.46,9.62,31.93,MODERATE
62.34,35.95,34.37,7.46,17.98,LOW
153.55,33.93,45.36,9.6,21.72,MODERATE
153.66,45.4,45.06,8.68,14.21,MODERATE
131.28,44.92,43.79,10.53,28.39,MODERATE
91.67,25.6,28.62,5.68,23.23,MODERATE
155.89,37.18,61.52,8.79,29.3,MODERATE
224.01,36.44,72.03,15.13,28.21,HIGH
225.04,44.34,65.12,10.72,14.15,MODERATE
79.71,50.66,25.73,8.61,25.11,MODERATE
131.17,6.58,37.48,5.32,17.46,LOW
272.65,52.54,68.25,11.39,24.85,HIGH
70.18,50.51,20.59,8.76,20.48,MODERATE
128.95,38.87,45.95,10.63,35.0,MODERATE
78.42,31.49,27.11,6.05,38.0,LOW
149.89,22.65,42.38,7.26,22.53,MODERATE
82.29,30.29,26.59,7.28,24.59,LOW
84.55,15.99,41.63,5.25,10.29,LOW
147.29,7.01,41.34,4.61,14.13,LOW
134.01,27.39,54.63,7.28,26.32,MODERATE
217.69,58.92,60.59,12.12,23.81,MODERATE
137.13,45.04,35.21,9.74,26.53,MODERATE
85.32,8.35,37.52,5.25,19.21,LOW
246.46,37.64,76.32,10.17,25.82,MODERATE
279.66,29.89,69.66,9.75,8.82,MODERATE
172.92,42.54,53.55,11.24,20.34,MODERATE
96.96,22.31,38.88,5.88,26.8,LOW
216.77,53.51,63.45,13.11,34.18,MODERATE
225.88,37.47,61.03,10.93,23.3,MODERATE
132.03,18.19,51.1,5.94,27.54,MODERATE
82.59,44.03,31.16,7.31,19.98,LOW
40.73,40.4,19.12,6.74,26.66,LOW
123.93,25.46,28.14,6.69,21.04,LOW
46.16,28.89,11.11,6.96,35.73,LOW
82.81,34.45,34.94,7.78,22.03,MODERATE
175.36,13.73,52.96,6.33,22.98,MODERATE
300.0,15.31,88.1,8.88,28.64,MODERATE
202.7,37.69,68.64,11.4,27.01,MODERATE
124.75,34.23,40.48,7.01,21.81,MODERATE
141.25,16.62,53.66,7.74,26.46,MODERATE
25.16,58.47,16.04,7.43,17.67,LOW
56.63,41.69,26.26,6.41,25.36,LOW
67.07,24.53,28.33,5.15,27.3,LOW
128.45,45.32,55.89,9.51,21.46,MODERATE
47.51,32.41,15.22,6.02,21.78,LOW
174.25,21.99,53.81,6.77,20.22,MODERATE
90.76,46.6,29.4,11.01,15.38,MODERATE
116.82,21.17,38.31,6.39,26.49,MODERATE
141.66,19.39,43.43,6.43,21.15,MODERATE
43.68,37.58,25.19,6.63,27.34,LOW
85.71,34.22,44.63,8.25,22.91,MODERATE
98.27,46.83,51.83,8.86,27.69,MODERATE
151.65,34.78,53.62,14.69,13.72,MODERATE
153.63,35.52,40.97,8.05,17.12,MODERATE
147.47,39.62,46.05,7.7,18.95,MODERATE
159.77,21.51,52.23,7.67,31.18,MODERATE
223.13,35.74,60.83,9.3,26.42,MODERATE
185.89,29.72,53.68,7.3,22.42,MODERATE
131.59,26.69,43.38,10.01,21.13,MODERATE
22.69,41.32,26.17,6.24,27.58,MODERATE
281.57,28.54,81.19,10.64,20.47,HIGH
134.93,32.67,39.8,11.35,28.41,MODERATE
33.76,35.91,27.17,6.17,22.71,LOW
103.19,39.28,51.5,8.49,31.76,MODERATE
299.75,46.15,68.84,10.12,18.33,HIGH
104.22,18.74,34.43,4.73,23.23,LOW
114.05,32.26,35.98,6.17,18.49,MODERATE
153.3,45.54,49.37,11.1,33.77,MODERATE
75.61,31.85,17.04,7.27,24.13,LOW
201.17,44.52,70.15,12.01,17.96,MODERATE
76.74,28.73,32.26,6.11,18.59,LOW
129.99,22.66,45.98,8.53,27.08,MODERATE
151.61,48.16,49.81,9.97,13.09,MODERATE
206.31,20.06,56.26,7.05,22.93,MODERATE
31.43,17.31,27.5,4.79,18.89,LOW
170.25,34.71,52.5,7.77,23.04,MODERATE
139.28,43.23,28.97,10.99,24.61,MODERATE
99.68,39.27,36.06,8.26,23.41,LOW
113.56,21.94,37.76,7.19,22.4,LOW
149.05,29.48,53.37,8.91,24.99,MODERATE
184.49,39.76,77.2,11.81,34.5,HIGH
203.04,10.16,62.69,6.06,31.64,MODERATE
79.97,24.15,49.55,7.5,21.97,LOW
173.13,33.91,47.6,9.79,28.35,MODERATE
79.81,27.04,27.58,4.98,28.06,LOW
82.97,40.52,31.28,11.25,21.73,MODERATE
221.91,49.46,67.22,11.15,23.81,HIGH
187.51,30.86,51.13,7.69,27.23,MODERATE
39.76,20.34,10.85,4.04,19.62,LOW
66.25,48.73,29.76,9.68,22.56,MODERATE
170.75,27.35,43.42,7.17,22.81,MODERATE
15.12,39.91,27.25,7.72,22.38,LOW
103.0,37.77,42.81,8.24,22.15,MODERATE
138.5,43.53,39.39,9.0,26.65,MODERATE
34.74,20.94,26.29,4.42,24.16,LOW
101.06,29.6,32.85,5.65,27.84,MODERATE
55.25,18.88,26.74,4.25,38.0,LOW
66.61,40.54,29.32,6.9,20.79,LOW
73.41,24.94,28.47,5.21,25.31,LOW
86.13,12.6,40.6,5.94,27.05,LOW
65.08,38.49,20.36,6.39,30.55,LOW
53.88,20.8,31.15,4.63,26.61,LOW
102.69,24.84,40.03,5.74,17.44,MODERATE
285.67,39.8,66.61,9.45,20.03,HIGH
157.24,20.77,43.24,6.19,24.88,MODERATE
157.63,26.48,40.93,5.93,19.85,LOW
280.18,45.0,73.71,11.42,15.14,HIGH
104.17,30.51,38.31,6.79,19.16,LOW
130.48,24.77,36.28,6.6,19.19,LOW
35.73,27.18,30.61,7.08,17.94,LOW
269.44,32.13,82.74,10.27,38.0,HIGH
101.6,38.26,47.23,7.86,25.89,MODERATE
91.74,35.8,13.44,5.14,24.69,LOW
83.96,40.34,49.06,7.96,29.52,MODERATE
62.17,47.93,30.01,7.38,34.79,LOW
104.69,8.95,38.41,6.05,26.32,LOW
65.1,33.07,28.51,5.97,30.11,LOW
17.12,36.46,10.0,12.2,20.99,LOW
208.74,65.0,63.8,11.88,18.56,HIGH
80.32,40.44,45.57,10.02,29.46,MODERATE
84.87,47.76,34.9,9.4,29.34,MODERATE
119.19,38.4,32.3,7.01,28.78,MODERATE
210.18,32.13,49.04,7.74,24.75,MODERATE
73.78,5.46,28.88,4.1,19.32,LOW
42.68,12.45,18.44,5.59,21.12,LOW
95.99,31.64,41.74,7.24,30.93,MODERATE
70.57,27.77,41.49,6.19,20.45,LOW
115.92,31.23,44.26,7.37,25.12,LOW
115.14,36.09,39.65,7.13,19.37,LOW
99.71,23.42,35.88,9.41,22.85,LOW
110.58,23.32,39.9,7.32,17.52,LOW
153.57,47.7,39.51,8.01,23.55,MODERATE
220.77,24.75,68.39,8.47,21.13,MODERATE
119.87,33.68,32.72,6.06,13.76,MODERATE
74.06,29.42,40.22,8.82,27.93,LOW
78.06,23.1,29.27,8.2,27.66,LOW
121.44,25.34,48.36,6.58,24.34,MODERATE
60.65,21.91,16.56,4.39,17.26,LOW
299.24,52.05,87.42,16.23,17.34,HIGH
